Nat,Pokemon,TypeI,TypeII,AbilityI,AbilityII,HiddenAbility,Gender,EggGroupI,EggGroupII,Catch,Evolve,Form,GenII,GenIII,GenIV,GenV,GenVI,SunMoon,ORAS,SwSh,BDSP,SV
965,Varoom,Poison,Steel,Overcoat,,Slow Start,Neutral,Mineral,,190,,Base,,,,,,,,,,X
966,Revaroom,Poison,Steel,Overcoat,,Filter,Neutral,Mineral,,75,Level 40,Base,,,,,,,,,,X
967,Cyclizar,Dragon,Normal,Shed Skin,,Regenerator,Neutral,Field,,190,N,Base,,,,,,,,,,X
968,Orthworm,Steel,,Earth Eater,,Sand Veil,Neutral,Field,,25,N,Base,,,,,,,,,,X
969,Glimmet,Poison,Rock,Toxic Debris,,Corrosion,Neutral,Mineral,,70,,Base,,,,,,,,,,X
970,Glimmora,Poison,Rock,Toxic Debris,,Corrosion,Neutral,Mineral,,25,Level 35,Base,,,,,,,,,,X
971,Greavard,Ghost,,Pickup,,Fluffy,Neutral,Field,,120,,Base,,,,,,,,,,X
972,Houndstone,Ghost,,Sand Rush,,Fluffy,Neutral,Field,,60,"Level 30, Night",Base,,,,,,,,,,X
973,Flamigo,Flying,Fighting,Scrappy,Tangled Feet,Costar,Neutral,Flying,,100,N,Base,,,,,,,,,,X
974,Cetoddle,Ice,,Thick Fat,Snow Cloak,Sheer Force,Neutral,Field,,150,,Base,,,,,,,,,,X
975,Cetitan,Ice,,Thick Fat,Slush Rush,Sheer Force,Neutral,Field,,50,Ice Stone,Base,,,,,,,,,,X
976,Veluza,Water,Psychic,Mold Breaker,,Sharpness,Neutral,Water 2,,100,N,Base,,,,,,,,,,X
977,Dondozo,Water,,Unaware,Oblivious,Water Veil,Neutral,Water 2,,25,N,Base,,,,,,,,,,X
978,Tatsugiri,Dragon,Water,Commander,,Storm Drain,Neutral,Water 2,,100,N,Base,,,,,,,,,,X
979,Annihilape,Fighting,Ghost,Vital Spirit,Inner Focus,Defiant,Neutral,Field,,45,Use Rage Fist 20 times,Base,,,,,,,,,,X
980,Clodsire,Poison,Ground,Poison Point,Water Absorb,Unaware,Neutral,Water 1,Field,90,Level 20,Base,,,,,,,,,,X
981,Farigaraf,Normal,Psychic,Cud Chew,Armor Tail,Sap Sipper,Neutral,Field,,45,"Level, knows Twin Beam",Base,,,,,,,,,,X
982,Dudunsparce,Normal,,Serene Grace,Run Away,Rattled,Neutral,Field,,45,"Level, knows Hyper Drill",Base,,,,,,,,,,X
983,Kingambit,Dark,Steel,Defiant,Supreme Overlord,Pressure,Neutral,Human-Like,,25,"Level, Defeat 3 Bisharp packs",Base,,,,,,,,,,X
984,Great Tusk,Ground,Fighting,Protosynthesis,,,None,-,,30,N,Base,,,,,,,,,,X
985,Scream Tail,Fairy,Psychic,Protosynthesis,,,None,-,,50,N,Base,,,,,,,,,,X
986,Brute Bonnet,Grass,Dark,Protosynthesis,,,None,-,,50,N,Base,,,,,,,,,,X
987,Flutter Mane,Ghost,Fairy,Protosynthesis,,,None,-,,30,N,Base,,,,,,,,,,X
988,Slither Wing,Bug,Fighting,Protosynthesis,,,None,-,,30,N,Base,,,,,,,,,,X
989,Sandy Shocks,Electric,Ground,Protosynthesis,,,None,-,,30,N,Base,,,,,,,,,,X
990,Iron Treads,Ground,Steel,Quark Drive,,,None,-,,30,N,Base,,,,,,,,,,X
991,Iron Bundle,Ice,Water,Quark Drive,,,None,-,,50,N,Base,,,,,,,,,,X
992,Iron Hands,Fighting,Electric,Quark Drive,,,None,-,,50,N,Base,,,,,,,,,,X
993,Iron Jugulis,Dark,Flying,Quark Drive,,,None,-,,30,N,Base,,,,,,,,,,X
994,Iron Moth,Fire,Poison,Quark Drive,,,None,-,,30,N,Base,,,,,,,,,,X
995,Iron Thorns,Rock,Electric,Quark Drive,,,None,-,,30,N,Base,,,,,,,,,,X
996,Frigibax,Dragon,Ice,Thermal Exchange,,Ice Body,Neutral,Dragon,Mineral,45,,Base,,,,,,,,,,X
997,Arctibax,Dragon,Ice,Thermal Exchange,,Ice Body,Neutral,Dragon,Mineral,25,Level 35,Base,,,,,,,,,,X
998,Baxcalibur,Dragon,Ice,Thermal Exchange,,Ice Body,Neutral,Dragon,Mineral,10,Level 54,Base,,,,,,,,,,X
999,Gimmighoul (Chest),Ghost,,Rattled,,,None,-,,45,,Base,,,,,,,,,,X
1000,Gholdengo,Ghost,Steel,Good as Gold,,,None,-,,45,"Level, 999 Gimmighoul Coins",Base,,,,,,,,,,X
1001,Wo-Chien,Dark,Grass,Tablets of Ruin,,,None,-,,6,N,Base,,,,,,,,,,X
1002,Chien-Pao,Dark,Ice,Sword of Ruin,,,None,-,,6,N,Base,,,,,,,,,,X
1003,Ting-Lu,Dark,Ground,Vessle of Ruin,,,None,-,,6,N,Base,,,,,,,,,,X
1004,Chi-Yu,Dark,Fire,Beads of Ruin,,,None,-,,6,N,Base,,,,,,,,,,X
1005,Roaring Moon,Dragon,Dark,Protosynthesis,,,None,-,,10,N,Base,,,,,,,,,,X
1006,Iron Valiant,Fighting,Fairy,Quark Drive,,,None,-,,10,N,Base,,,,,,,,,,X
1007,Koraidon,Fighting,Dragon,Orichalcum Pulse,,,None,-,,3,N,Base,,,,,,,,,,X
1008,Miraidon,Electric,Dragon,Hadron Engine,,,None,-,,3,N,Base,,,,,,,,,,X
1009,Walking Wake,Water,Dragon,Protosynthesis,,,None,-,,5,N,Base,,,,,,,,,,
1010,Iron Leaves,Grass,Psychic,Quark Drive,,,None,-,,5,N,Base,,,,,,,,,,
1011,Ogerpon,,,,,,,,,,N,Base,,,,,,,,,,
1012,Okidogi,,,,,,,,,,N,Base,,,,,,,,,,
1013,Munkidori,,,,,,,,,,N,Base,,,,,,,,,,
1014,Fezandipiti,,,,,,,,,,N,Base,,,,,,,,,,
1015,Terapagos,,,,,,None,,,,N,Base,,,,,,,,,,
,Dipplin,Grass,Dragon,Supersweet Syrup,Gluttony,,,,,,,Base,,,,,,,,,,
,Archaludon,Steel,Dragon,Stamina,Sturdy,,,,,,,Base,,,,,,,,,,
,Raging Bolt,,,,,,,,,,,Base,,,,,,,,,,
,Iron Crown,,,,,,,,,,,Base,,,,,,,,,,
,Paradox Entei,,,,,,,,,,,Base,,,,,,,,,,
,Paradox Terrakion,,,,,,,,,,,Base,,,,,,,,,,
